user_id,items
422,"[(1204, 4.167373907394924), (1210, 4.13393824016127), (908, 4.129717840236093), (3275, 4.097564033404853), (1673, 4.091236521365242), (1242, 4.08161102130827), (50, 4.076245443351749), (32, 4.057714330987162), (2571, 4.056272419290913), (296, 4.05510315762541)]"
423,"[(912, 4.702128222586031), (899, 4.578039990463422), (1204, 4.511442623269434), (720, 4.507631722701911), (593, 4.49303648669885), (904, 4.4812645726059115), (260, 4.465387723330418), (1223, 4.426684061818932), (4878, 4.423186538619895), (898, 4.416250822836519)]"
424,"[(912, 4.3201604602360995), (1276, 4.316704060600547), (3200, 4.315149663311614), (3508, 4.308867977091588), (750, 4.299227334009501), (904, 4.267487067119557), (1104, 4.25989803008924), (247, 4.25839069758336), (1233, 4.251941145791564), (3468, 4.24621124159026)]"
425,"[(2324, 4.309054336356591), (48516, 4.299771945141635), (5690, 4.179199940361962), (3451, 4.165242552898267), (1237, 4.156610952059126), (1884, 4.133842118875278), (916, 4.131843489718764), (1204, 4.120597392983961), (2160, 4.114016617429757), (904, 4.1107182882537785)]"
426,"[(912, 4.713372216448188), (913, 4.651214565434183), (1204, 4.5277306080614395), (3147, 4.398167892726665), (922, 4.397531932838236), (457, 4.3949540325082275), (3037, 4.338933525604598), (1208, 4.328594543494112), (1219, 4.325178436090624), (4011, 4.317391223446565)]"
427,"[(541, 4.221170752044913), (318, 4.212412902189581), (1252, 4.202074718696383), (2692, 4.1566406104032945), (1136, 4.088188097013339), (1089, 4.07463461842538), (1228, 4.066938157706298), (2028, 4.065294896887604), (260, 4.025816909040418), (1213, 4.016616312176227)]"
428,"[(858, 4.1446435985503625), (3949, 3.9968036199816686), (4226, 3.995785349901935), (608, 3.969107864254138), (1213, 3.8898546134865346), (2692, 3.868441581297439), (1249, 3.8457271279298264), (5618, 3.8390538043857987), (527, 3.838425594901498), (50, 3.8216614683869063)]"
429,"[(260, 5), (2571, 5), (1198, 4.946307151520244), (1250, 4.926133120706997), (750, 4.91240853026731), (88163, 4.889263317518309), (318, 4.861891263443886), (1204, 4.856225712071397), (57669, 4.85109055216847), (58559, 4.848778097050025)]"
430,"[(296, 4.76785838931323), (1213, 4.623884358325029), (2959, 4.605986315329914), (750, 4.592483948915639), (1208, 4.571809943714699), (922, 4.550280139257122), (1136, 4.542344166693695), (608, 4.523689649404477), (1219, 4.522013846639096), (778, 4.513246898782326)]"
431,"[(318, 3.9099941387845454), (2324, 3.890215546252188), (356, 3.775315716529662), (1104, 3.755186934267653), (2019, 3.7212701652895164), (142488, 3.713924946952244), (928, 3.711552435179375), (1235, 3.7024266773527317), (1199, 3.6975695651299754), (1223, 3.6899793048066476)]"
432,"[(750, 4.456908747742941), (1041, 4.437126146842925), (1223, 4.405136586549022), (1247, 4.396618359229241), (3451, 4.391365656596305), (1242, 4.387611388506389), (1276, 4.386656012005937), (56782, 4.379223494812061), (1252, 4.373248905980463), (7361, 4.367677950204373)]"
433,"[(111, 4.292946201443261), (1204, 4.291629147792073), (260, 4.276919767054465), (904, 4.214617815402748), (2019, 4.201575167957698), (6807, 4.199843584561995), (1258, 4.174631281745078), (4011, 4.155533700644899), (4973, 4.153917150183781), (3435, 4.1531945323770305)]"
434,"[(2019, 4.688416193109473), (1221, 4.686206800305999), (4973, 4.645378894048567), (50, 4.643982938591995), (1178, 4.608811161946143), (1233, 4.539451738874573), (1945, 4.5229288447914), (1252, 4.48564691694934), (1199, 4.4512026165647125), (3508, 4.446462684610165)]"
435,"[(1237, 4.894742192472553), (1204, 4.885043015444762), (56782, 4.831040919931331), (750, 4.803141327020093), (922, 4.790592208949677), (1208, 4.782972574872419), (1276, 4.763767832321135), (1884, 4.75712692255509), (2571, 4.753198728525622), (1213, 4.751265284955946)]"
436,"[(1203, 4.288786060171341), (1262, 4.204609764538663), (56782, 4.200302714044862), (908, 4.199710170155694), (750, 4.182680378952137), (912, 4.160610614222891), (1204, 4.159807825988538), (1242, 4.129017709315741), (5690, 4.105318087913709), (1208, 4.104392459953688)]"
437,"[(2959, 4.739108780537451), (4973, 4.709978606990256), (38061, 4.60410437497406), (2019, 4.567830088273498), (858, 4.527068080788538), (904, 4.509761549827277), (1704, 4.507474281855353), (2571, 4.500211272902712), (2858, 4.499307786585328), (778, 4.499153543135925)]"
438,"[(56782, 4.465481860678337), (80906, 4.369300775690233), (720, 4.346972260553792), (1262, 4.299682156731881), (1291, 4.296891051917528), (58559, 4.295257244630496), (750, 4.278104507367426), (1208, 4.270321744809475), (3671, 4.252451465970504), (1266, 4.228193165482914)]"
439,"[(1193, 4.680282711826319), (1204, 4.659869703133088), (1197, 4.601131338661124), (951, 4.561474677794253), (2502, 4.559086010276854), (1233, 4.554473787712901), (2959, 4.551703828815782), (2858, 4.545168297497687), (1237, 4.53588062439792), (904, 4.5277568503011345)]"
440,"[(318, 4.532834549015817), (2324, 4.528938357035633), (912, 4.522121743959901), (908, 4.514382287794615), (260, 4.510387713420806), (527, 4.49617438230534), (904, 4.47622339360384), (48516, 4.469334730310085), (2959, 4.4664127026157265), (1210, 4.4608479733144275)]"
441,"[(50, 5), (1197, 5), (1213, 5), (1219, 5), (1201, 5), (3275, 5), (3451, 5), (1204, 5), (1235, 5), (3468, 5)]"
442,"[(2324, 2.8178691485605385), (1206, 2.7743277533102573), (1252, 2.692843257585251), (318, 2.6831363851199455), (1197, 2.678355767916205), (110, 2.6676895302890937), (858, 2.645343910580278), (2329, 2.6352647766513897), (7361, 2.634653919897277), (741, 2.618370046961998)]"
443,"[(912, 4.708053626865325), (1104, 4.697787587198976), (1208, 4.695869988617778), (1262, 4.6944166827504805), (904, 4.642805674998262), (527, 4.639913899802901), (1207, 4.638006732967663), (1233, 4.632138116729351), (750, 4.627373837806824), (4973, 4.5783521847505995)]"
444,"[(720, 4.720375092166453), (5690, 4.6655812643710215), (1233, 4.659990986697271), (1203, 4.636780689718042), (1217, 4.630270924432548), (1223, 4.5839668353335), (2019, 4.576492169903418), (750, 4.561345884638383), (3328, 4.55396814156854), (1204, 4.545536932199331)]"
445,"[(4226, 4.357262124071517), (1225, 4.336298105887048), (318, 4.29732364942432), (2019, 4.295999855910783), (898, 4.291030699720867), (1204, 4.290888457699244), (1258, 4.27332445262447), (1223, 4.232614389088103), (3275, 4.2288368286342175), (3451, 4.218464945160688)]"
446,"[(318, 4.546204755184806), (858, 4.237494491399961), (2959, 4.2362854791403315), (1225, 4.222797895422362), (720, 4.129177123265439), (260, 4.120598012348875), (1203, 4.1171712784640935), (1248, 4.089727542122838), (3451, 4.07802689644252), (1208, 4.076786860887717)]"
447,"[(4226, 4.989181759656752), (858, 4.894633002789881), (50, 4.89333666863341), (527, 4.891315723433285), (2959, 4.825363874209094), (741, 4.816603188290337), (951, 4.8080231427449895), (2019, 4.8052779767298635), (750, 4.7956431506588055), (1704, 4.79273911789874)]"
448,"[(750, 4.020982523926794), (1732, 3.8904354282717124), (110, 3.821743938955314), (293, 3.776252054294222), (1178, 3.7648316778341524), (5618, 3.73459967225825), (1197, 3.6326880841350713), (1217, 3.6290161670835284), (527, 3.543149280631107), (31364, 3.538458724999454)]"
449,"[(1242, 4.0813253158889085), (750, 4.043248573559426), (608, 4.012573770719631), (1204, 3.975254064032468), (260, 3.9577942263989883), (1272, 3.946171437756349), (1208, 3.9386580199782513), (81845, 3.9258675841416504), (1197, 3.9229890057998156), (1270, 3.911206057325234)]"
450,"[(296, 4.766705601863706), (2324, 4.759681916519725), (904, 4.742144471256928), (1104, 4.741818106922899), (2959, 4.735540367354002), (318, 4.72292876859452), (858, 4.689505410586021), (750, 4.675896733126019), (7361, 4.673902617159971), (2571, 4.662246218657614)]"
451,"[(296, 4.708638493013955), (318, 4.680459809362532), (246, 4.631699085999205), (50, 4.63084898214863), (2959, 4.621082667550993), (858, 4.619209777447943), (1213, 4.5552529750321815), (527, 4.544732132152496), (750, 4.533475446335435), (1204, 4.507518436467462)]"
452,"[(50, 5), (441, 5), (1208, 5), (1213, 5), (2329, 5), (2580, 5), (2959, 5), (318, 5), (1704, 5), (48516, 5)]"
453,"[(1104, 4.95188288342859), (148626, 4.915841416151342), (750, 4.912091338143574), (1223, 4.896316055776708), (922, 4.869004663461315), (106642, 4.825868655880681), (3083, 4.797419131954632), (1086, 4.7643833296483535), (55820, 4.758250393243119), (1077, 4.741989808114635)]"
454,"[(3451, 4.447385437275134), (4993, 4.393000740997453), (56782, 4.341599852936303), (2959, 4.320800250023114), (951, 4.29874052599241), (1197, 4.296968209805869), (2324, 4.291659108190436), (318, 4.291327572268213), (5690, 4.25812798394147), (899, 4.236347055924653)]"
455,"[(7361, 4.312390560913655), (1104, 4.303742876302095), (1225, 4.296166494230751), (750, 4.259922720010481), (1198, 4.230796827215157), (1223, 4.230140731104619), (4993, 4.2202021165008565), (48516, 4.220085562558198), (1233, 4.216886691345099), (1217, 4.205447430513329)]"
456,"[(318, 5), (1196, 4.943999662788287), (527, 4.890647524821634), (912, 4.887631373356695), (356, 4.849779375409761), (48516, 4.8112585853845475), (475, 4.783757427868465), (1208, 4.782725685855023), (1258, 4.781551445819018), (593, 4.774102063352353)]"
457,"[(1104, 4.441416002567399), (750, 4.439419809657638), (4993, 4.421787149031593), (1617, 4.3320339796447636), (7361, 4.314689225259332), (527, 4.306816002305754), (5618, 4.302015496692723), (7153, 4.285379010881024), (5952, 4.276280371340745), (60069, 4.276195571593383)]"
458,"[(527, 5), (1207, 5), (912, 4.977630798968896), (898, 4.968687015244874), (318, 4.965273121080933), (4011, 4.962786741930032), (904, 4.9601059008208175), (168252, 4.96003364875374), (3147, 4.916368018612881), (750, 4.88604723139101)]"
459,"[(904, 4.907277518745156), (1104, 4.876008920565325), (3468, 4.870604740522034), (750, 4.870067324873163), (541, 4.861570932239095), (951, 4.856305476972415), (318, 4.851388883679856), (1233, 4.845318820498089), (930, 4.81481653471272), (3451, 4.806893012679623)]"
460,"[(750, 4.869029685790421), (1104, 4.846035167118295), (1223, 4.795898734542799), (904, 4.79134229245984), (1217, 4.780167838129157), (1266, 4.76292274969634), (953, 4.739982197407182), (1233, 4.7207889472602735), (4011, 4.707440834148505), (922, 4.678949547475832)]"
461,"[(951, 3.654856447625354), (1283, 3.615590774310355), (7371, 3.5929827784139), (1245, 3.590160828384033), (106100, 3.5543023010335584), (912, 3.552947964213822), (158966, 3.540275348382701), (551, 3.5396894354163893), (1233, 3.5389229210791058), (908, 3.5244702869410585)]"
462,"[(1945, 4.547038348916039), (1223, 4.488278397924393), (1193, 4.443965569538573), (3451, 4.415818963511245), (3435, 4.382597673417863), (1203, 4.359699224824996), (1212, 4.357204586535634), (106100, 4.335738550713379), (922, 4.309165178662556), (899, 4.298088872198524)]"
463,"[(58559, 4.692529553775754), (1204, 4.656646865125427), (922, 4.569338849300777), (750, 4.564391598075202), (2571, 4.564022253719149), (1249, 4.543366692498452), (1617, 4.5397726916453145), (1242, 4.539227488639364), (898, 4.489176984222659), (3451, 4.479172266393342)]"
464,"[(1197, 4.709816373016492), (1198, 4.596742212707655), (2160, 4.5585563833842), (1089, 4.511339653434209), (246, 4.503534779383575), (1276, 4.488057109816973), (1266, 4.475482653218345), (608, 4.471217926785478), (81845, 4.467294299028722), (898, 4.4669882024542416)]"
465,"[(1104, 4.924004265344562), (7153, 4.825107571752621), (318, 4.821976228406971), (1204, 4.8118329785377), (1228, 4.806476592187205), (1945, 4.799640666963353), (858, 4.799167632826115), (2959, 4.795599797262226), (1262, 4.785770175769644), (4993, 4.781892343649884)]"
466,"[(48516, 4.602439018793146), (4973, 4.582132655094556), (3468, 4.578987651837513), (1223, 4.566894366057065), (926, 4.56421947136298), (142488, 4.532983976826631), (3451, 4.522612992766509), (1201, 4.519242527808306), (50, 4.509132776495601), (104879, 4.506141734469369)]"
467,"[(318, 4.212289249949268), (3275, 4.201033694017979), (1104, 4.20041086571365), (904, 4.19910114119119), (5690, 4.179120498971324), (356, 4.158863688236823), (1235, 4.154139187993613), (1223, 4.150822090846808), (922, 4.143279186885975), (1041, 4.133779559420216)]"
468,"[(2324, 4.331070889276585), (899, 4.244791731973239), (1235, 4.23498785890137), (2959, 4.233785756976239), (1204, 4.227811298270325), (1223, 4.222800311829162), (720, 4.216513721691363), (1276, 4.208940300875982), (858, 4.208312448064399), (7361, 4.207951269193896)]"
469,"[(7153, 4.712072259710092), (4993, 4.683837459255702), (2019, 4.680240349054084), (2959, 4.6556207893356465), (4226, 4.637068349261476), (7438, 4.5120830113235835), (1283, 4.504858604844223), (778, 4.498011620524876), (7361, 4.49064280476149), (5952, 4.4868044815612995)]"
470,"[(951, 4.434104975050259), (58559, 4.412571224575443), (904, 4.390988904290591), (1204, 4.385471931444211), (1237, 4.379425776883568), (56782, 4.369785176825637), (7361, 4.351193435509371), (912, 4.347143293849177), (3468, 4.329780929865427), (1262, 4.326101280286011)]"
471,"[(318, 4.445191744471938), (926, 4.319788373014201), (1104, 4.2826728394792175), (3451, 4.234752832971597), (916, 4.205865061988705), (904, 4.187767579917124), (912, 4.175166300465098), (1204, 4.172436964610022), (898, 4.161193763869532), (1945, 4.153614725579591)]"
472,"[(904, 4.8760207821122385), (56782, 4.833267275901094), (1272, 4.766647167278501), (356, 4.726024745472914), (3037, 4.71573030447313), (1235, 4.699447854118714), (5690, 4.689667651712844), (750, 4.667129344022825), (2959, 4.651817001036127), (899, 4.650178312897673)]"
473,"[(260, 4.491371711343674), (2571, 4.329518215695813), (110, 4.329147924357115), (1136, 4.3239899511090965), (8874, 4.297017551338659), (858, 4.2684853852689555), (1196, 4.261925589746076), (1204, 4.250976467527565), (750, 4.23117048098021), (1248, 4.224365722029759)]"
474,"[(79132, 4.427832664820205), (58559, 4.425232358618842), (3275, 4.3857516518403905), (63082, 4.34802906329012), (106920, 4.32905969856941), (91529, 4.299812271843158), (81845, 4.297340532174237), (69844, 4.279820618062123), (3703, 4.276335168679422), (4235, 4.273605610342371)]"
475,"[(356, 5), (1136, 5), (1197, 5), (318, 5), (48516, 5), (1225, 5), (1250, 5), (1223, 5), (2160, 5), (1233, 5)]"
476,"[(912, 4.628712574149604), (1203, 4.616039944243692), (260, 4.585494412123466), (1223, 4.549271374306254), (1225, 4.5427783480685076), (741, 4.503144739748196), (1213, 4.482078896027074), (1041, 4.460683457008608), (50, 4.458678238282238), (5690, 4.4538591590712135)]"
477,"[(2959, 4.9608934965489), (1732, 4.941131425210608), (50, 4.934134103209879), (858, 4.820120178970022), (3949, 4.8074845502828865), (110, 4.774093991111105), (112290, 4.710745482860785), (2160, 4.6919180131364415), (6016, 4.677826892099191), (68157, 4.6626050979070115)]"
478,"[(1104, 3.8930997721809737), (2571, 3.837031257581297), (58559, 3.7934022085770893), (318, 3.7790489469784934), (1235, 3.7678955286564006), (7153, 3.757267492431321), (260, 3.754759745276087), (750, 3.742426026996469), (246, 3.7082924839433358), (2959, 3.699055590823226)]"
479,"[(1204, 4.399307157531125), (1148, 4.392110335365875), (4973, 4.38145018082953), (969, 4.379549504729241), (1223, 4.366731224650319), (750, 4.366302994979989), (318, 4.36230993455396), (3451, 4.344706160973582), (1217, 4.332442596688528), (1201, 4.3029066238965665)]"
480,"[(68157, 4.472322216750817), (750, 4.394449074731517), (904, 4.392169295709395), (79132, 4.391041938448932), (1201, 4.3888297062009825), (1204, 4.33914225813155), (909, 4.318069434273662), (1223, 4.312903524101258), (1228, 4.260914681285279), (48738, 4.253711498299392)]"
481,"[(1204, 3.928373872076692), (1136, 3.9266303536282283), (2858, 3.8751704196836236), (858, 3.8745792682713946), (48516, 3.8176152655738975), (2571, 3.8142335257939224), (1104, 3.7971958811347757), (1223, 3.7756461937219408), (318, 3.7741746707158055), (922, 3.75403980909471)]"
482,"[(318, 4.757094048656134), (593, 4.52245672438294), (296, 4.4772051004167235), (6377, 4.419880519292484), (2571, 4.363033648164321), (34405, 4.3490581552101935), (527, 4.344681208052941), (3451, 4.31650318030127), (475, 4.302349360600534), (4144, 4.296880490040936)]"
483,"[(750, 4.902208623189631), (4878, 4.758149303662759), (1223, 4.615251760311677), (1204, 4.6108746217815515), (1217, 4.609122057035207), (1208, 4.600660770407696), (541, 4.595215990478418), (904, 4.545356430333736), (3508, 4.514124185337659), (246, 4.501213367634112)]"
484,"[(922, 4.88643302317615), (56782, 4.732485839262926), (1086, 4.722068203928818), (1288, 4.638477916622616), (1197, 4.605998461173121), (1041, 4.605468080880383), (1280, 4.605172976094788), (4144, 4.599756523279342), (1193, 4.598873651851159), (2064, 4.5984272143799885)]"
485,"[(1208, 4.895761003959478), (904, 4.766936050280819), (1204, 4.760088561317708), (858, 4.7116657252261165), (912, 4.703318611174395), (2858, 4.681867484285903), (1272, 4.663801973334681), (720, 4.660779024254564), (2019, 4.656037293075491), (106642, 4.65141807681703)]"
486,"[(1089, 4.942690296692599), (1208, 4.930517914959829), (951, 4.92673496029755), (2019, 4.879189370709257), (3468, 4.863947693900073), (1199, 4.857894287393855), (750, 4.845854227390451), (50, 4.834944176880669), (1248, 4.832119480087431), (1233, 4.810918985248096)]"
487,"[(56782, 3.8490272647329125), (1276, 3.7792850829889177), (1267, 3.7675620270355137), (1204, 3.7386110452316235), (541, 3.7318464408362693), (1223, 3.7209717659452797), (608, 3.668293899079134), (1237, 3.664618412870304), (1208, 3.645618227437297), (6016, 3.637060334822691)]"
488,"[(48516, 4.561173547019634), (1230, 4.5470067723343774), (1276, 4.534262144681231), (2019, 4.531311744411217), (1233, 4.520571288896255), (1252, 4.514631372768926), (79132, 4.474378217827444), (1217, 4.456973307598259), (541, 4.453718281368306), (71899, 4.449904712595688)]"
489,"[(2997, 4.551807306727184), (1732, 4.382822009073903), (1197, 4.276513741123919), (318, 4.21234322596222), (1148, 4.209978373147692), (260, 4.170690307126232), (1221, 4.16058794357397), (2788, 4.15422585410018), (5060, 4.1307102912394775), (50, 4.126956803023132)]"
490,"[(1136, 4.027498834241639), (1221, 3.96022395877403), (858, 3.9430552491174695), (2858, 3.937517607326282), (914, 3.9151563850950812), (2019, 3.9059882730102684), (2761, 3.899057899121325), (260, 3.89515092447411), (904, 3.8841823348528006), (1225, 3.877245516933666)]"
491,"[(750, 4.934134171678249), (1233, 4.914985196007198), (1207, 4.883900063034011), (1204, 4.837290965324821), (1242, 4.835849828840255), (1262, 4.83212639372938), (1148, 4.8306507201538516), (1197, 4.82384788121125), (912, 4.817381702169726), (1223, 4.81153218018972)]"
492,"[(899, 4.928136078395341), (72226, 4.918124153787494), (5690, 4.917036053979112), (3468, 4.8944285765887905), (3451, 4.886679418002425), (3275, 4.882690378974528), (148626, 4.864696923136297), (4011, 4.861229978188809), (33166, 4.8507514259323425), (1223, 4.810581156991289)]"
493,"[(1207, 4.4973517238533525), (318, 4.4865139890739325), (1223, 4.484911617857355), (2324, 4.484643836969875), (4973, 4.472968420708119), (720, 4.441073204294006), (6711, 4.4255844434867715), (296, 4.420020576273113), (5618, 4.419655693565565), (2194, 4.415574271873781)]"
494,"[(1208, 4.738171587780483), (318, 4.690726316417106), (608, 4.668730238949374), (1089, 4.668449056979727), (1266, 4.661054635741915), (1203, 4.659086303595649), (1262, 4.63807837074815), (750, 4.623343371210507), (1267, 4.611599783694701), (1197, 4.609019034968039)]"
495,"[(608, 5), (1073, 5), (1089, 5), (1258, 5), (2160, 5), (1249, 4.990788939652779), (2289, 4.935702681969074), (912, 4.928300216191761), (44195, 4.919284024443882), (2657, 4.915933849799156)]"
496,"[(318, 4.384782694201101), (2858, 4.23569829278021), (1204, 4.193995996559888), (260, 4.13292755456326), (1197, 4.125102380426017), (1242, 4.1233189899262825), (356, 4.105164655320601), (1136, 4.09513032191094), (1219, 4.0742845952234665), (922, 4.057369980928786)]"
497,"[(926, 4.103400050784499), (2160, 4.100895913983932), (1357, 4.092828844473594), (1250, 4.072225428342606), (1248, 4.070447576250662), (47, 4.059168002491895), (1884, 4.0516894971630775), (3683, 4.045467824779828), (148626, 4.035916924485784), (3468, 4.0337601033958705)]"
498,"[(1197, 4.873600972586543), (1104, 4.865684302356834), (5690, 4.844867053942559), (1223, 4.839278601177333), (1225, 4.820069258139954), (48516, 4.812031622427324), (260, 4.803908601788322), (475, 4.797792067395613), (1276, 4.794586881018934), (1213, 4.788666044885395)]"
499,"[(750, 4.699761684144593), (1217, 4.67827118014885), (1223, 4.648699643068343), (912, 4.614886742599744), (44195, 4.568955733851864), (7153, 4.542740588747611), (922, 4.531917966448124), (318, 4.529231691403656), (1136, 4.521906236423743), (79132, 4.50210076225226)]"
500,"[(1198, 4.394952544052423), (1221, 4.2143810310563135), (1248, 4.195030530758571), (2160, 4.1791376237282485), (4011, 4.147133351866593), (2959, 4.14428625264374), (1204, 4.108756588129446), (1222, 4.10167803350523), (1193, 4.091847927896052), (1213, 4.091191963966459)]"
501,"[(1204, 4.278150400351856), (3451, 4.21226405027404), (1258, 4.186893454668926), (142488, 4.174652288881624), (1207, 4.172814457101401), (2959, 4.148576022757913), (898, 4.133662856913963), (922, 4.118105747324399), (2160, 4.105286509479257), (112552, 4.095954230652799)]"
502,"[(912, 4.591585880336217), (1204, 4.5210601663591605), (58559, 4.464414776070202), (260, 4.424896123476808), (1954, 4.40374505656387), (1198, 4.388504399314138), (750, 4.380937466814905), (858, 4.378863462196467), (527, 4.362975279250701), (2571, 4.351964738847981)]"
503,"[(260, 4.146470322406359), (50, 4.0807651894197745), (2160, 4.031167704078158), (1196, 4.0196259712561115), (1201, 4.006179108106609), (6874, 3.9880536665428954), (1080, 3.969402279778621), (246, 3.9442729344493253), (1178, 3.9384292222694732), (34405, 3.938393525707457)]"
504,"[(7361, 4.714810776263828), (1204, 4.654366232542534), (2959, 4.604060259138803), (750, 4.584843290647939), (318, 4.540351197908305), (1258, 4.5325106594739), (922, 4.522860826060309), (110, 4.518653729797791), (1199, 4.50849192395309), (1198, 4.502822264454058)]"
505,"[(1204, 4.939034146968389), (318, 4.934475493975557), (1248, 4.873618620799372), (58559, 4.859354811035774), (1201, 4.835827860691526), (4878, 4.834727115955588), (7361, 4.832550391868745), (1208, 4.826987128648096), (5618, 4.821981499986), (527, 4.792776810435192)]"
506,"[(3468, 4.256387474667769), (912, 4.198398759845611), (1201, 4.155409147469844), (858, 4.150006005442266), (1148, 4.111419642802931), (4878, 4.100312917394702), (1249, 4.053874090897433), (1278, 4.016661877650835), (6016, 4.004747582285659), (1276, 3.9916851929044133)]"
507,"[(318, 4.134483972843451), (912, 4.11073020359994), (7361, 4.09081259731156), (48516, 4.081148396619218), (34405, 4.063847407428579), (904, 4.05925028183849), (168252, 4.055491596387846), (246, 4.051610835992755), (2959, 4.047012860679634), (58559, 4.0441861190974775)]"
508,"[(1208, 3.2641579366212246), (1104, 3.2220420149969904), (318, 3.188798812070064), (1248, 3.177136629535125), (1198, 3.1701453764001855), (750, 3.168184684226054), (50, 3.1234178216651425), (2028, 3.119952300497989), (1213, 3.110381031750582), (899, 3.090928313946772)]"
509,"[(1204, 4.097043685228518), (541, 4.091026200933161), (318, 4.0685918469585625), (2959, 4.063746643249686), (1248, 4.049125800761337), (1217, 4.046196319795842), (750, 4.036228153895502), (2324, 4.030196023896667), (1276, 4.018569031863007), (1233, 4.01623447185043)]"
510,"[(260, 3.770530589206805), (57669, 3.7606190590499273), (6874, 3.7376659973837167), (1201, 3.717475876876933), (912, 3.6766213430732844), (1197, 3.664567857050601), (5992, 3.6531997089579), (1215, 3.6460698493385673), (7153, 3.624885026599164), (1223, 3.623410840370581)]"
511,"[(904, 4.699641776254308), (898, 4.696892521080958), (1248, 4.676307827146078), (1201, 4.675139598962857), (3451, 4.656241627394458), (58559, 4.65191872408549), (1204, 4.642278982611197), (1617, 4.636535404870924), (296, 4.635624128085084), (1213, 4.627397095502727)]"
512,"[(2959, 4.715467232529968), (1221, 4.714876484638406), (608, 4.64817490564663), (858, 4.6288380618179765), (933, 4.6145081700079), (1197, 4.598181477773926), (1089, 4.5872366347539595), (1193, 4.5767229731630374), (2324, 4.566893871556778), (1213, 4.566434982028758)]"
513,"[(858, 4.550690426336222), (50, 4.441118558472905), (2019, 4.437559425583559), (904, 4.432466196806377), (1203, 4.431244349966175), (1196, 4.405659588504639), (1201, 4.36517159806002), (1213, 4.328220720619571), (912, 4.326334946213241), (1223, 4.318074781333985)]"
514,"[(318, 4.457218835067845), (8132, 4.332640337193578), (858, 4.296240712278683), (1219, 4.186766200794582), (898, 4.161627249185909), (750, 4.152710635209884), (50, 4.129616825044104), (1252, 4.102109249380449), (1221, 4.069759300091206), (1148, 4.039642032362206)]"
515,"[(296, 5), (608, 5), (954, 5), (1196, 5), (1198, 5), (1208, 5), (1213, 5), (2571, 5), (904, 5), (908, 5)]"
516,"[(1204, 4.449988868239002), (858, 4.448883706200054), (750, 4.439394961627167), (527, 4.401922147129103), (1221, 4.39533428248496), (904, 4.367819840782842), (720, 4.356880797626789), (34405, 4.353938207065696), (1210, 4.348205863355228), (2571, 4.345576401913303)]"
517,"[(3114, 3.5975058820208536), (1059, 3.5894630637813254), (1208, 3.540630794993376), (8981, 3.50305625647009), (7451, 3.497913851008334), (128099, 3.495102467851462), (50, 3.4745112605954667), (33154, 3.4713019997839334), (6912, 3.4585774210641698), (5618, 3.418580460836356)]"
518,"[(898, 4.5611214080022995), (5618, 4.522064007584856), (741, 4.457584649611225), (1230, 4.455135575337556), (1235, 4.441831866346567), (246, 4.430281201998442), (4973, 4.417252705057434), (750, 4.413783864186416), (1104, 4.410222699211355), (904, 4.3856231602616855)]"
519,"[(260, 5), (1261, 4.9461081893622705), (1248, 4.94374270316249), (1197, 4.940985961677071), (2571, 4.937129434974631), (2858, 4.937066833053461), (3451, 4.85412402973146), (1204, 4.839279204868528), (3836, 4.834904065090735), (2580, 4.814711432490087)]"
520,"[(1223, 4.796705676298568), (1148, 4.765604080154539), (720, 4.664913751354316), (1233, 4.6364734233721245), (951, 4.6306921925605975), (5690, 4.628381291461113), (50, 4.614121258860875), (3429, 4.611073737195181), (3508, 4.600584345414305), (1104, 4.600009241365864)]"
521,"[(750, 4.731058147177033), (1250, 4.601799494748509), (912, 4.557404985280605), (3671, 4.522534828657008), (527, 4.4971170128587445), (81834, 4.49138733819822), (1204, 4.472815462562374), (7361, 4.472006766195221), (904, 4.4667645084657925), (1203, 4.463738128425153)]"
522,"[(1250, 4.590364032436551), (750, 4.563555635998287), (1217, 4.560224195838267), (1283, 4.522333069817223), (2020, 4.484185385969724), (106782, 4.453731896163692), (1204, 4.452604611515706), (1249, 4.448141139270094), (34323, 4.445128386358352), (78499, 4.44191920316406)]"
523,"[(50, 5), (260, 5), (296, 5), (593, 5), (1196, 5), (1198, 5), (1208, 5), (1210, 5), (1213, 5), (1258, 5)]"
524,"[(5618, 4.3992909157391145), (750, 4.36464309057513), (904, 4.345762747101828), (2788, 4.266265350578939), (223, 4.25424893401586), (7153, 4.248250749997729), (6539, 4.236485040244544), (7361, 4.235622416049077), (1223, 4.2300329807179455), (2028, 4.220474842080887)]"
525,"[(1204, 4.258744522841769), (1104, 4.256373872192401), (48516, 4.245341264977495), (951, 4.211420213142976), (1237, 4.191645672446402), (56782, 4.18916368554603), (1258, 4.1807356191223235), (1217, 4.17260550794404), (105504, 4.161176998176933), (898, 4.150656306662111)]"
526,"[(1201, 4.803990594488847), (741, 4.733187387771069), (1223, 4.724696811071502), (111, 4.720222602269951), (5690, 4.717656709967224), (1204, 4.7023229030503195), (904, 4.696211709073095), (1276, 4.6878215953974305), (3468, 4.678229328054792), (951, 4.677908836778988)]"
527,"[(1197, 5), (4011, 5), (1230, 5), (2571, 4.994661074627409), (79132, 4.985664415437965), (1089, 4.938240152967291), (68954, 4.932213638865025), (1235, 4.931281798582863), (6377, 4.893384561330096), (318, 4.892674011560779)]"
